label,text
offensive language,If that's yo hoe ... That's my hoe 2
offensive language,If thats what yall hoes want then fuck it.
neither,"If the @Yankees get Dempster, they just look like they're getting older. #smh Bring some youth!!! #mlb"
neither,"If the Yankees can't beat the Red Sox, they don't even deserve to be in the playoffs #yankees #redsox #mlb"
neither,"If the crust ain&#8217;t graham cracker, keep that pie"
offensive language,"If the only thing she talks about is her eyebrows, she got forest pussy."
offensive language,If the servers for black ops 2 acts gay today this is my bitch fo the nite http://t.co/8rbDhEIa
offensive language,"If the words whore, hoe, slut, prostitute, ect werent invented, their would be alot more pussy to go round"
offensive language,If the world was free of sucka free it would be just me and my nigs left
offensive language,If them niggas pussy we douche em we clean em out
offensive language,If these hoes ain't lying about being fat they hiding a backpage profile some where...
offensive language,If this bitch don't turn Crash in &#128545;&#128074;&#128299;
offensive language,If this bitch hangs up on me one more time....
offensive language,If this bitch new the amount of shit I spoke bout her on my twittah lol
neither,If train officers that are wearing body armor stand back to watch the smoke clear. Why does every gun ho wanna be... http://t.co/cuLyANyQ
offensive language,If u a bad bitch #EnjoyYaDay
offensive language,If u a bitch an i hadddd u i wouldnt give a fuck if Chris brown bagged u bitch i had u already lol
offensive language,If u ain't fucking u ain't sucking wat u Doin hoe &#128572;
offensive language,If u bad niggas a really play nice to get to the pussy then... that ass gone &#128514;
offensive language,If u expect me to stop playin with niggas But u playin widd bitches I can't deal
offensive language,If u got yo shit pulled Upp past yo bellybutton YOU ARE TOO OLD FOR YOGA PANTS bitch it aint 1983
offensive language,If u know this bitch u know ur mexican http://t.co/Jyw85Vmp8K
offensive language,If u not talking bout money or weed bitch I don't even wanna talk to you.
offensive language,"If ur bitch starts fukin yappin tae, ill make sure i break something vital. Warning: call polis with hazard that results in permanent damage"
offensive language,If viagra was for bitches it'd be called niagra
offensive language,"If we get any trick of treaters I will be giving out Android advice. So... stop on in, faggots"
offensive language,If y'all preppy bitches ever arguing like this at a party and don't do nothing y'all getting hit with a bottle fr
offensive language,"If yall niggas gon be gay, why yall gotta be so over the top? Dressing up in bitch shit that women wouldnt even dare wear. Smh."
hate speec,If yer gonna continue to be a contrarian bitch... go die then. I've no time for such trifling!
offensive language,"If yo name wus in this song you wus a hoe then, &amp; a overgrown THOT now.... http://t.co/1RbJoHBEN6"
offensive language,"If yo nigga catch you cheating, and beat yo ass in front yo lil yeah, and lil yeah don't help. You still give him pussy ladies?"
offensive language,"If yo pussy good my ""Pullout"" game weak!!"
offensive language,"If you LIKE #chocolate or #sodapop and you tweet bad about #HappyColumbusDay..............YOU ARE A FUCKIN"" #retard #HYPOCRITE&gt;"
offensive language,"If you a bad bitch, put ya hands up high"
neither,If you a hoe ima treat you like one just like if you're a good girl ima treat you like one. I don't discriminate
offensive language,If you a top notch bitch lemme here you holler. (:
offensive language,If you act like a fucking retard when your high it's over mane stay away from me.
offensive language,If you ain't Stevie J's bitch of course you'll call him the scum of the earth.His bitches hooked while they're upset though.
offensive language,"If you ain't a hoe, get up out my trap house @Reptar_07 ."
offensive language,If you ain't ma bro you better watch yo bitch &#128514;&#128514;&#128514;&#128076; borrow yo hoe introduce ma pimp !
offensive language,If you ain't my bro... Your bitch single In My eyes &#128514;&#128170;
offensive language,"If you ain't sucking dick, why you sitting there with puckered lips? That's collagen, muhfuckin bitch"
neither,"If you are descended from anything less than European nobility and/or royalty, then you are non-titled common gutter trash."
offensive language,If you are out clubbing every weekend and leaving your child with your baby momma I don't wanna hear you bitch about child support. &#128056;&#9749;
offensive language,If you arent going to stick to one garbage can for recycling Im not going to give a single fuck about where Im putting my trash.
offensive language,If you ask me every bitch gay
offensive language,If you attractive people just gone up and assume you got hoes
offensive language,If you ballin then buy ya bitch something
offensive language,If you balling buy yo bitch somethin
offensive language,If you body count more then mine you a hoe js.
offensive language,If you can't turn Instagram likes/follows into some real life shit #trash
neither,If you didn't have tattoos as a diversion for your bird chest and malnourished body sir... your instagram would be trash
offensive language,If you don't fuck with @ChrisWebby your either A) slackin B) a turd burgular C) a pussy face. or D) all of the above #WhichIsIt ?
offensive language,"If you don't know what yo bitch doing tuat ain't you bitch, Im just sayin."
offensive language,If you don't say thank you after someone holds the door open for you you're a bitch
offensive language,If you dont know uncle JJ your a bitch
neither,"If you enjoy hunting for sport, then you're trash. If you hunt for food, you deserve to starve."
offensive language,If you follow me on twitter and you are being loud cunt on the swings at wintersmith don't be a stranger &#128526;
offensive language,If you fuckin for your rent you a lame hoe
offensive language,"If you get into an argument with someone and say, ""Have a nice life &amp; good luck in Ohio."" that's a ""fuck you, bitch leave."""
offensive language,If you go to the barber shop on Friday you have to your charger and some snacks in that bitch &#128514;
offensive language,"If you going to the strip club every weekend, you will never experience earned pussy."
offensive language,If you got a body count already in 2014 you can't talk about anybody being a hoe
offensive language,"If you got a good girl don't turn her into a ""bad bitch""."
offensive language,If you got a nigga and you another nigga #wcw you a hoe &#128514;&#128514;
offensive language,If you got a problem with me bring it up with me before I tense up on yo bitch ass . -.-
offensive language,"If you got charge a nigga up for tryna talk to your chick, You really a insecure faggot and have no control over her.."
offensive language,"If you got tats on your breast, you a trash ass bitch and stay far away from me with Ya acid pussy."
offensive language,"If you got to act like you cuffing a bitch to get ass your a lame forreal &#128514; , real niggas let bitches know what it is from jump&#10071;&#65039;"
offensive language,"If you hang with hoes, you're a hoe by association. If you try and debate this, you're a hoe. If you get offended by this, you're a hoe.&#128175;"
offensive language,If you have chemistry the only other thing you need is timing.. But timing's a bitch.
offensive language,"If you have your friends jump into a fight, it shows that you're just an overall pussy."
offensive language,If you hoes stop shaving I'm running around spraying nair on all of y'all.
offensive language,If you jump someone you're a bitch
offensive language,If you jump someone you're a bitch regardless the situation
hate speec,"If you kill all cops and cracker babies, what next?????? Black states, white states, and Latino states? Isn't that moving backwards?"
offensive language,If you know a guy has a newborn baby why the fuck are you trying to talk to him? Desperate ass hoe
offensive language,"If you like the 24k gold rillos, your a pussy"
offensive language,"If you love somebody, you can't cheat, have hoes, do certain shit cause them limits type shit."
neither,"If you must call me a cracker, please call me a Cheez-It, not a saltine."
offensive language,If you not his momma or his sisters goodbye bitch! I do not have time for that.
offensive language,If you not lickin toes you a basic bitch.. And I can't fuck with a basic bitch
offensive language,If you not my bitch. I really don't care &#128076;
offensive language,If you one of my hoes .... make yourself known
